"","X410","X2965","X2990","X"
"15365",4255,3272,3339,2
"15366",4255,3272,2397,2
"15367",4255,3272,4056,2
"15368",4255,3272,3406,2
"15369",4255,3272,3316,2
"15370",4255,3272,3928,2
"15371",4255,3275,3272,2
"15372",4255,8076,507,2
"15373",4255,2188,3272,2
"15374",4255,3077,3272,2
"15375",4255,2072,3272,2
"15376",4255,3263,4056,2
"15377",4255,3304,3272,2
"15378",4255,507,2188,2
"15379",4255,3339,3272,2
"15380",4255,2397,3272,2
"15381",4255,4056,3272,2
"15382",4255,4056,3263,2
"15383",4255,3406,3272,2
"15384",4255,3316,3272,2
"15385",4255,3928,3272,2
"15386",3740,737,687,2
"15387",3740,1382,293,2
"15388",3740,1382,286,2
"15389",3740,1382,287,2
"15390",3740,293,1382,2
"15391",3740,293,1399,2
"15392",3740,293,1335,2
"15394",3740,293,1353,2
"15395",3740,293,346,2
"15396",3740,293,1418,2
"15397",3740,4029,7447,2
"15398",3740,345,7447,2
"15399",3740,340,7447,2
"15400",3740,2948,7447,2
"15401",3740,1399,293,2
"15402",3740,1335,293,2
"15403",3740,1335,286,2
"15404",3740,1335,287,2
"15405",3740,286,1382,2
"15406",3740,286,287,2
"15407",3740,1353,293,2
"15408",3740,346,293,2
"15409",3740,346,7447,2
"15410",3740,7447,4029,2
"15411",3740,7447,345,2
"15412",3740,7447,340,2
"15413",3740,7447,2948,2
"15414",3740,7447,346,2
"15415",3740,1418,293,2
"15416",3740,1418,1335,2
"15417",3740,1418,287,2
"15418",3740,287,1382,2
"15419",3740,287,1335,2
"15420",3740,287,286,2
"15421",3740,287,1418,2
"15422",4026,3370,3368,2
"15423",4026,2370,3371,2
"15424",4026,2370,3368,2
"15425",4026,3393,3371,2
"15426",4026,3393,6353,2
"15427",4026,3393,6366,2
"15428",4026,3371,2370,2
"15429",4026,3371,3393,2
"15430",4026,3371,6353,2
"15431",4026,3371,3386,2
"15432",4026,3371,7519,2
"15433",4026,3371,3382,2
"15434",4026,3371,8845,2
"15435",4026,3371,3388,2
"15436",4026,3371,4030,2
"15437",4026,3371,3390,2
"15438",4026,3371,6963,2
"15439",4026,3371,3368,2
"15440",4026,3371,3379,2
"15441",4026,3371,3383,2
"15442",4026,3371,6357,2
"15443",4026,3395,3368,2
"15444",4026,3404,3386,2
"15445",4026,3404,3368,2
"15446",4026,3404,3392,2
"15447",4026,6353,3393,2
"15448",4026,6353,3371,2
"15449",4026,6353,3368,2
"15450",4026,6410,3400,2
"15451",4026,6410,6943,2
"15452",4026,6345,3368,2
"15453",4026,3389,3382,2
"15454",4026,3386,3371,2
"15455",4026,3386,3404,2
"15456",4026,3386,3368,2
"15457",4026,7519,3371,2
"15458",4026,3400,6410,2
"15459",4026,3400,8979,2
"15460",4026,3400,6411,2
"15461",4026,3400,8417,2
"15462",4026,3400,3368,2
"15463",4026,8979,3400,2
"15464",4026,8979,6943,2
"15465",4026,3381,3382,2
"15466",4026,6411,3400,2
"15467",4026,8417,3400,2
"15468",4026,3382,3371,2
"15469",4026,3382,3389,2
"15470",4026,3382,3381,2
"15471",4026,3382,3388,2
"15472",4026,3382,6368,2
"15473",4026,3372,3368,2
"15474",4026,8845,3371,2
"15475",4026,3387,4030,2
"15476",4026,3387,3368,2
"15477",4026,3388,3371,2
"15478",4026,3388,3382,2
"15479",4026,3388,4144,2
"15480",4026,3373,3374,2
"15481",4026,3373,3379,2
"15482",4026,6943,6410,2
"15483",4026,6943,8979,2
"15484",4026,4144,3388,2
"15485",4026,4144,3390,2
"15486",4026,4030,3371,2
"15487",4026,4030,3387,2
"15488",4026,4030,6355,2
"15489",4026,3374,3373,2
"15490",4026,3374,3368,2
"15491",4026,3390,3371,2
"15492",4026,3390,4144,2
"15493",4026,6963,3371,2
"15494",4026,3368,3370,2
"15495",4026,3368,2370,2
"15496",4026,3368,3371,2
"15497",4026,3368,3395,2
"15498",4026,3368,3404,2
"15499",4026,3368,6353,2
"15500",4026,3368,6345,2
"15501",4026,3368,3386,2
"15502",4026,3368,3400,2
"15503",4026,3368,3372,2
"15504",4026,3368,3387,2
"15505",4026,3368,3374,2
"15506",4026,3368,6368,2
"15507",4026,3368,3379,2
"15508",4026,3368,3383,2
"15509",4026,3368,6366,2
"15510",4026,3368,3392,2
"15511",4026,3368,6355,2
"15512",4026,3399,3379,2
"15513",4026,6368,3382,2
"15514",4026,6368,3368,2
"15515",4026,3379,3371,2
"15516",4026,3379,3373,2
"15517",4026,3379,3368,2
"15518",4026,3379,3399,2
"15519",4026,3383,3371,2
"15520",4026,3383,3368,2
"15521",4026,6366,3393,2
"15522",4026,6366,3368,2
"15523",4026,3392,3404,2
"15524",4026,3392,3368,2
"15525",4026,6357,3371,2
"15526",4026,6355,4030,2
"15527",4026,6355,3368,2
"15528",3850,6187,3205,2
"15529",3850,6187,6195,2
"15530",3850,6189,3205,2
"15531",3850,3196,3199,2
"15532",3850,3196,3205,2
"15533",3850,3199,3196,2
"15534",3850,3199,3205,2
"15535",3850,6188,3205,2
"15536",3850,3204,3205,2
"15537",3850,3205,6187,2
"15538",3850,3205,6189,2
"15539",3850,3205,3196,2
"15540",3850,3205,3199,2
"15541",3850,3205,6188,2
"15542",3850,3205,3204,2
"15543",3850,3205,6195,2
"15544",3850,6195,6187,2
"15545",3850,6195,3205,2
"15546",312,532,490,2
"15547",312,532,610,2
"15548",312,532,647,2
"15549",312,532,478,2
"15550",312,532,547,2
"15551",312,532,644,2
"15552",312,469,687,2
"15553",312,353,1273,2
"15554",312,490,532,2
"15555",312,490,340,2
"15556",312,490,342,2
"15557",312,490,346,2
"15558",312,490,1524,2
"15559",312,302,523,2
"15560",312,302,521,2
"15561",312,610,532,2
"15562",312,523,302,2
"15563",312,641,666,2
"15564",312,340,490,2
"15565",312,687,469,2
"15566",312,687,666,2
"15567",312,342,490,2
"15568",312,647,532,2
"15569",312,647,666,2
"15570",312,478,532,2
"15571",312,346,490,2
"15572",312,1524,490,2
"15573",312,521,302,2
"15574",312,547,532,2
"15575",312,644,532,2
"15576",312,666,641,2
"15577",312,666,687,2
"15578",312,666,647,2
"15579",312,1273,353,2
"15580",683,879,881,2
"15581",683,879,813,2
"15582",683,879,880,2
"15583",683,797,881,2
"15584",683,797,880,2
"15585",683,877,881,2
"15586",683,877,813,2
"15587",683,881,879,2
"15588",683,881,797,2
"15589",683,881,877,2
"15590",683,881,1005,2
"15591",683,881,813,2
"15592",683,881,907,2
"15593",683,881,880,2
"15594",683,1005,881,2
"15595",683,813,879,2
"15596",683,813,877,2
"15597",683,813,881,2
"15598",683,813,880,2
"15599",683,907,881,2
"15600",683,880,879,2
"15601",683,880,797,2
"15602",683,880,881,2
"15603",683,880,813,2
"15604",2091,2299,2276,2
"15605",2091,580,3885,2
"15606",2091,3885,580,2
"15607",2091,3885,507,2
"15608",2091,3885,2276,2
"15609",2091,3885,1613,2
"15610",2091,3320,2276,2
"15611",2091,3370,2264,1
"15612",2091,3370,2276,2
"15613",2091,1382,2276,2
"15614",2091,3275,2276,2
"15615",2091,3375,2264,1
"15616",2091,3375,2276,2
"15617",2091,2287,2276,2
"15618",2091,3395,2276,2
"15619",2091,3940,2276,2
"15620",2091,2305,2276,2
"15621",2091,2378,2275,2
"15622",2091,2246,2276,2
"15623",2091,3199,2276,1
"15624",2091,6345,2276,2
"15625",2091,3386,2276,2
"15626",2091,2288,2276,2
"15627",2091,3077,2276,2
"15628",2091,2359,2275,2
"15629",2091,3400,2276,2
"15630",2091,3930,2264,2
"15631",2091,3930,2276,2
"15632",2091,3797,2276,2
"15633",2091,2264,3370,1
"15634",2091,2264,3375,1
"15635",2091,2264,3930,2
"15636",2091,2264,3121,1
"15637",2091,2264,3387,1
"15638",2091,2264,2279,2
"15639",2091,2264,3406,2
"15640",2091,2264,4108,1
"15641",2091,2264,3368,1
"15642",2091,3992,2276,2
"15643",2091,2322,2276,2
"15644",2091,3304,2276,2
"15645",2091,3372,2276,2
"15646",2091,3484,2276,2
"15647",2091,507,3885,2
"15648",2091,3121,2264,1
"15649",2091,3121,2268,2
"15650",2091,3121,2276,2
"15651",2091,2397,2276,2
"15652",2091,3387,2264,1
"15653",2091,2279,2264,2
"15654",2091,2279,2276,2
"15655",2091,2327,2276,1
"15656",2091,3364,2276,2
"15657",2091,3034,2276,2
"15658",2091,3406,2264,2
"15659",2091,3406,2276,2
"15660",2091,2268,3121,2
"15661",2091,2347,2276,2
"15662",2091,3577,2276,2
"15663",2091,3469,2276,2
"15664",2091,3205,2276,2
"15665",2091,3391,2275,2
"15666",2091,3316,2276,2
"15667",2091,3928,2276,2
"15668",2091,4108,2264,1
"15669",2091,4108,2276,2
"15670",2091,2276,2299,2
"15671",2091,2276,3885,2
"15672",2091,2276,3320,2
"15673",2091,2276,3370,2
"15674",2091,2276,1382,2
"15675",2091,2276,3275,2
"15676",2091,2276,3375,2
"15677",2091,2276,2287,2
"15678",2091,2276,3395,2
"15679",2091,2276,3940,2
"15680",2091,2276,2305,2
"15681",2091,2276,2246,2
"15682",2091,2276,3199,1
"15683",2091,2276,6345,2
"15684",2091,2276,3386,2
"15685",2091,2276,2288,2
"15686",2091,2276,3077,2
"15687",2091,2276,3400,2
"15688",2091,2276,3930,2
"15689",2091,2276,3797,2
"15690",2091,2276,3992,2
"15691",2091,2276,2322,2
"15692",2091,2276,3304,2
"15693",2091,2276,3372,2
"15694",2091,2276,3484,2
"15695",2091,2276,3121,2
"15696",2091,2276,2397,2
"15697",2091,2276,2279,2
"15698",2091,2276,2327,1
"15699",2091,2276,3364,2
"15700",2091,2276,3034,2
"15701",2091,2276,3406,2
"15702",2091,2276,2347,2
"15703",2091,2276,3577,2
"15704",2091,2276,3469,2
"15705",2091,2276,3205,2
"15706",2091,2276,3316,2
"15707",2091,2276,3928,2
"15708",2091,2276,4108,2
"15709",2091,2276,3368,2
"15710",2091,2276,6387,2
"15711",2091,2276,156,2
"15712",2091,2276,193,2
"15713",2091,2275,2378,2
"15714",2091,2275,2359,2
"15715",2091,2275,3391,2
"15716",2091,3368,2264,1
"15717",2091,3368,2276,2
"15718",2091,6387,2276,2
"15719",2091,1613,3885,2
"15720",2091,156,2276,2
"15721",2091,193,2276,2
"15722",333,532,3953,2
"15723",333,630,3953,2
"15724",333,580,2179,2
"15725",333,580,3953,2
"15726",333,737,3953,2
"15727",333,3941,3953,2
"15728",333,2179,580,2
"15729",333,2179,302,2
"15730",333,2179,340,2
"15731",333,2179,346,2
"15732",333,1218,3953,2
"15733",333,636,3953,2
"15734",333,608,3953,2
"15735",333,302,2179,2
"15736",333,302,3953,2
"15737",333,302,3959,1
"15738",333,1489,3953,2
"15739",333,1382,3953,2
"15740",333,609,3953,2
"15741",333,4029,3953,2
"15742",333,345,3953,2
"15743",333,1555,3953,2
"15744",333,340,2179,2
"15745",333,340,3953,2
"15746",333,687,3953,2
"15747",333,2922,3953,2
"15748",333,342,3953,2
"15749",333,421,3953,2
"15750",333,2939,3953,2
"15751",333,2952,3953,2
"15752",333,1735,3953,2
"15753",333,1197,3953,2
"15754",333,2948,3953,2
"15755",333,502,3953,2
"15756",333,507,1529,2
"15757",333,1529,507,2
"15758",333,1606,3953,2
"15759",333,2954,3953,2
"15760",333,346,2179,2
"15761",333,346,3953,2
"15762",333,1524,3953,2
"15763",333,1354,3953,2
"15764",333,1520,3953,2
"15765",333,644,3953,2
"15766",333,3958,3953,2
"15767",333,1587,3953,2
"15768",333,3953,532,2
"15769",333,3953,630,2
"15770",333,3953,580,2
"15771",333,3953,737,2
"15772",333,3953,3941,2
"15773",333,3953,1218,2
"15774",333,3953,636,2
"15775",333,3953,608,2
"15776",333,3953,302,2
"15777",333,3953,1489,2
"15778",333,3953,1382,2
"15779",333,3953,609,2
"15780",333,3953,4029,2
"15781",333,3953,345,2
"15782",333,3953,1555,2
"15783",333,3953,340,2
"15784",333,3953,687,2
"15785",333,3953,2922,2
"15786",333,3953,342,2
"15787",333,3953,421,2
"15788",333,3953,2939,2
"15789",333,3953,2952,2
"15790",333,3953,1735,2
"15791",333,3953,1197,2
"15792",333,3953,2948,2
"15793",333,3953,502,2
"15794",333,3953,1606,2
"15795",333,3953,2954,2
"15796",333,3953,346,2
"15797",333,3953,1524,2
"15798",333,3953,1354,2
"15799",333,3953,1520,2
"15800",333,3953,644,2
"15801",333,3953,3958,2
"15802",333,3953,1587,2
"15803",333,3953,4317,2
"15804",333,3953,666,2
"15805",333,3953,2985,2
"15806",333,3953,2983,1
"15807",333,3953,3973,2
"15808",333,3953,460,2
"15809",333,3953,415,2
"15810",333,3953,1590,2
"15811",333,3953,351,2
"15812",333,3953,1551,2
"15813",333,3953,1613,2
"15814",333,3953,2988,2
"15815",333,3953,3959,2
"15816",333,3953,679,2
"15817",333,3953,1678,2
"15818",333,4317,3953,2
"15819",333,666,3953,2
"15820",333,2985,3953,2
"15821",333,2983,3953,1
"15822",333,3973,3953,2
"15823",333,460,3953,2
"15824",333,415,3953,2
"15825",333,1590,3953,2
"15826",333,351,3953,2
"15827",333,1551,3953,2
"15828",333,1613,3953,2
"15829",333,2988,3953,2
"15830",333,3959,302,1
"15831",333,3959,3953,2
"15832",333,679,3953,2
"15833",333,1678,3953,2
"15834",16508,1035,1037,2
"15835",16508,1035,11290,2
"15836",16508,11230,1026,2
"15837",16508,11229,1033,2
"15838",16508,11229,1036,2
"15839",16508,1033,11229,2
"15840",16508,1033,1036,2
"15841",16508,1033,1032,2
"15842",16508,1038,1020,2
"15843",16508,1038,813,2
"15844",16508,1038,1042,2
"15845",16508,1038,1043,2
"15846",16508,1020,11230,2
"15847",16508,1020,1038,2
"15848",16508,1020,1031,2
"15849",16508,1020,1042,2
"15850",16508,1020,1037,2
"15851",16508,1020,1026,2
"15852",16508,1020,1043,2
"15853",16508,1020,5652,2
"15854",16508,1031,1020,2
"15855",16508,1031,1036,2
"15856",16508,1028,1026,2
"15857",16508,1036,1035,2
"15858",16508,1036,11229,2
"15859",16508,1036,1031,2
"15860",16508,1032,1031,2
"15861",16508,813,1038,2
"15862",16508,1042,1038,2
"15863",16508,1042,1020,2
"15864",16508,1042,5652,2
"15865",16508,1037,1035,2
"15866",16508,1037,1020,2
"15867",16508,11290,1040,2
"15868",16508,5653,1020,2
"15869",16508,1026,1020,2
"15870",16508,1026,1028,2
"15871",16508,1043,1038,2
"15872",16508,1043,1020,2
"15873",16508,5652,1020,2
"15874",16508,5652,1042,2
"15875",1463,1525,1190,2
"15876",1463,1538,1190,2
"15877",1463,1501,1509,2
"15878",1463,1501,1512,2
"15879",1463,1509,1501,2
"15880",1463,1509,1555,2
"15881",1463,1852,1555,2
"15882",1463,1852,1524,2
"15883",1463,1903,1524,2
"15884",1463,4029,1555,2
"15885",1463,1555,1509,2
"15886",1463,1555,4029,2
"15887",1463,1555,1909,2
"15888",1463,1555,1759,2
"15889",1463,1555,1524,2
"15890",1463,1555,1512,2
"15891",1463,1555,1514,2
"15892",1463,1555,1190,2
"15893",1463,1555,1526,2
"15894",1463,1909,1852,2
"15895",1463,1909,1903,2
"15896",1463,1909,1910,2
"15897",1463,1909,1524,2
"15898",1463,1909,1905,2
"15899",1463,1910,1524,2
"15900",1463,1529,1514,2
"15901",1463,1759,1555,2
"15902",1463,1759,1524,2
"15903",1463,1524,1852,2
"15904",1463,1524,1555,2
"15905",1463,1524,1909,2
"15906",1463,1524,1759,2
"15907",1463,1524,1190,2
"15908",1463,1512,1501,2
"15909",1463,1512,1555,2
"15910",1463,1562,1190,2
"15911",1463,1514,1555,2
"15912",1463,1514,1529,2
"15913",1463,1905,1555,2
"15914",1463,1190,1525,2
"15915",1463,1190,1538,2
"15916",1463,1190,1555,2
"15917",1463,1190,1524,2
"15918",1463,1190,1562,2
"15919",1463,1190,1551,2
"15920",1463,1190,1550,2
"15921",1463,1526,1555,2
"15922",1463,1551,1190,2
"15923",1463,1550,1190,2
"15924",1663,2874,2875,2
"15925",1663,2874,1779,2
"15926",1663,2875,2874,2
"15927",1663,2875,1779,2
"15928",1663,2875,2902,2
"15929",1663,2875,2899,2
"15930",1663,2851,2902,2
"15931",1663,3533,1779,2
"15932",1663,3533,1780,2
"15933",1663,3533,2902,2
"15934",1663,4304,3797,2
"15935",1663,4304,2902,2
"15936",1663,4304,193,2
"15937",1663,2882,3797,2
"15938",1663,2882,2902,2
"15939",1663,2882,193,2
"15940",1663,3797,4304,2
"15941",1663,3797,2882,2
"15942",1663,3797,1779,2
"15943",1663,3797,1780,2
"15944",1663,3797,2902,2
"15945",1663,3797,2901,2
"15946",1663,1779,2874,2
"15947",1663,1779,2875,2
"15948",1663,1779,3533,2
"15949",1663,1779,3797,2
"15950",1663,1779,1780,2
"15951",1663,1779,3878,2
"15952",1663,1779,1953,2
"15953",1663,1779,2902,2
"15954",1663,1779,2899,2
"15955",1663,1779,193,2
"15956",1663,502,2902,2
"15957",1663,1780,3533,2
"15958",1663,1780,3797,2
"15959",1663,1780,1779,2
"15960",1663,3878,1779,2
"15961",1663,3878,2902,2
"15962",1663,3576,2902,2
"15963",1663,1953,1779,2
"15964",1663,2773,2902,2
"15965",1663,2902,2875,2
"15966",1663,2902,2851,2
"15967",1663,2902,3533,2
"15968",1663,2902,4304,2
"15969",1663,2902,2882,2
"15970",1663,2902,3797,2
"15971",1663,2902,1779,2
"15972",1663,2902,502,2
"15973",1663,2902,3878,2
"15974",1663,2902,3576,2
"15975",1663,2902,2773,2
"15976",1663,2902,2893,2
"15977",1663,2902,2901,2
"15978",1663,2902,193,2
"15979",1663,2893,2902,2
"15980",1663,2899,2875,2
"15981",1663,2899,1779,2
"15982",1663,2901,3797,2
"15983",1663,2901,2902,2
"15984",1663,193,4304,2
"15985",1663,193,2882,2
"15986",1663,193,1779,2
"15987",1663,193,2902,2
"15988",5982,4206,2372,2
"15989",5982,3371,2372,2
"15990",5982,2305,2372,2
"15991",5982,3077,2372,2
"15992",5982,2264,2372,2
"15993",5982,3992,2372,2
"15994",5982,3121,2372,2
"15995",5982,2279,2372,2
"15996",5982,2372,4206,2
"15997",5982,2372,3371,2
"15998",5982,2372,2305,2
"15999",5982,2372,3077,2
"16000",5982,2372,2264,2
"16001",5982,2372,3992,2
"16002",5982,2372,3121,2
"16003",5982,2372,2279,2
"16004",5982,2372,3035,2
"16005",5982,2372,3390,2
"16006",5982,2372,2276,2
"16007",5982,2372,3369,2
"16008",5982,2372,3376,2
"16009",5982,2372,3379,2
"16010",5982,3035,2372,2
"16011",5982,3390,2372,2
"16012",5982,2276,2372,2
"16013",5982,3369,2372,2
"16014",5982,3376,2372,2
"16015",5982,3379,2372,2
"16016",1750,890,245,2
"16017",1750,890,891,2
"16018",1750,245,890,2
"16019",1750,245,891,2
"16020",1750,897,891,2
"16021",1750,891,890,2
"16022",1750,891,245,2
"16023",1750,891,897,2
"16024",751,1107,3370,2
"16025",751,1107,3364,2
"16026",751,2006,3406,1
"16027",751,6404,3395,2
"16028",751,737,687,1
"16029",751,737,1665,2
"16030",751,737,421,2
"16031",751,737,3364,2
"16032",751,737,458,2
"16033",751,737,462,2
"16034",751,3941,346,2
"16035",751,3682,3550,1
"16036",751,6346,3370,1
"16037",751,6346,3364,2
"16038",751,6346,3368,1
"16039",751,6346,3369,1
"16040",751,1218,1613,2
"16041",751,6351,3386,2
"16042",751,6351,3364,2
"16043",751,3885,3364,2
"16044",751,3885,3374,1
"16045",751,2997,3395,2
"16046",751,6396,3395,2
"16047",751,1128,3370,1
"16048",751,1128,3364,1
"16049",751,3370,1107,2
"16050",751,3370,6346,1
"16051",751,3370,1128,1
"16052",751,3370,3375,1
"16053",751,3370,4380,1
"16054",751,3370,3393,2
"16055",751,3370,3395,2
"16056",751,3370,4109,1
"16057",751,3370,6397,2
"16058",751,3370,6398,2
"16059",751,3370,4120,1
"16060",751,3370,6345,2
"16061",751,3370,3389,2
"16062",751,3370,3386,2
"16063",751,3370,3400,1
"16064",751,3370,6384,1
"16065",751,3370,1701,2
"16066",751,3370,6380,1
"16067",751,3370,6386,1
"16068",751,3370,4301,2
"16069",751,3370,3384,2
"16070",751,3370,3382,2
"16071",751,3370,3394,2
"16072",751,3370,6385,2
"16073",751,3370,6399,2
"16074",751,3370,3388,2
"16075",751,3370,3373,1
"16076",751,3370,2279,1
"16077",751,3370,5475,2
"16078",751,3370,3364,2
"16079",751,3370,3406,2
"16080",751,3370,3391,2
"16081",751,3370,4144,1
"16082",751,3370,3390,1
"16083",751,3370,4108,1
"16084",751,3370,3368,2
"16085",751,3370,6392,1
"16086",751,3370,3376,2
"16087",751,3370,6391,1
"16088",751,3370,6390,2
"16089",751,3370,6403,2
"16090",751,3370,3379,1
"16091",751,3370,3383,2
"16092",751,3370,4110,2
"16093",751,3370,6430,2
"16094",751,3370,3392,1
"16095",751,1382,3364,2
"16096",751,1382,3406,2
"16097",751,3275,3383,2
"16098",751,3375,3370,1
"16099",751,3375,3393,1
"16100",751,3375,3395,2
"16101",751,3375,3404,1
"16102",751,3375,4120,2
"16103",751,3375,3386,2
"16104",751,3375,3400,2
"16105",751,3375,3382,1
"16106",751,3375,3394,1
"16107",751,3375,3372,1
"16108",751,3375,3378,1
"16109",751,3375,3121,2
"16110",751,3375,6400,1
"16111",751,3375,3373,2
"16112",751,3375,3364,2
"16113",751,3375,4144,2
"16114",751,3375,3374,1
"16115",751,3375,3390,1
"16116",751,3375,4108,1
"16117",751,3375,3368,1
"16118",751,3375,3399,1
"16119",751,3375,3383,1
"16120",751,3375,6366,2
"16121",751,4380,3370,1
"16122",751,4380,3395,2
"16123",751,4380,4085,2
"16124",751,4380,3388,2
"16125",751,4380,3364,2
"16126",751,4380,3374,1
"16127",751,4380,3390,2
"16128",751,4380,4108,1
"16129",751,4380,3376,1
"16130",751,4380,3392,2
"16131",751,6772,3364,2
"16132",751,6342,3364,2
"16133",751,6343,3395,2
"16134",751,6008,3364,1
"16135",751,3393,3370,2
"16136",751,3393,3375,1
"16137",751,3393,3386,2
"16138",751,3393,3077,2
"16139",751,3393,3930,2
"16140",751,3393,4085,2
"16141",751,3393,4301,2
"16142",751,3393,3382,2
"16143",751,3393,3394,1
"16144",751,3393,3372,1
"16145",751,3393,4033,2
"16146",751,3393,4097,2
"16147",751,3393,3121,2
"16148",751,3393,3388,2
"16149",751,3393,3364,2
"16150",751,3393,3406,2
"16151",751,3393,3391,2
"16152",751,3393,6347,1
"16153",751,3393,3374,2
"16154",751,3393,3390,1
"16155",751,3393,4108,1
"16156",751,3393,2276,2
"16157",751,3393,3368,2
"16158",751,3393,3399,2
"16159",751,3393,6392,2
"16160",751,3393,3376,1
"16161",751,3393,6391,1
"16162",751,3393,6390,2
"16163",751,3393,3379,2
"16164",751,3393,3383,2
"16165",751,3393,8876,2
"16166",751,3393,6355,2
"16167",751,3931,3364,2
"16168",751,3931,3376,2
"16169",751,609,340,2
"16170",751,609,1665,2
"16171",751,609,3364,1
"16172",751,3371,3395,2
"16173",751,3371,3389,1
"16174",751,3371,3382,2
"16175",751,3371,3364,2
"16176",751,3371,4108,1
"16177",751,3371,3368,2
"16178",751,3371,3383,1
"16179",751,2287,3364,2
"16180",751,3395,6404,2
"16181",751,3395,2997,2
"16182",751,3395,6396,2
"16183",751,3395,3370,2
"16184",751,3395,3375,2
"16185",751,3395,4380,2
"16186",751,3395,6343,2
"16187",751,3395,3371,2
"16188",751,3395,4109,2
"16189",751,3395,9310,2
"16190",751,3395,3385,2
"16191",751,3395,340,2
"16192",751,3395,4120,2
"16193",751,3395,6345,1
"16194",751,3395,3389,2
"16195",751,3395,3386,2
"16196",751,3395,3077,2
"16197",751,3395,3400,2
"16198",751,3395,3930,1
"16199",751,3395,4085,2
"16200",751,3395,6380,1
"16201",751,3395,4301,2
"16202",751,3395,3397,2
"16203",751,3395,2206,2
"16204",751,3395,3384,2
"16205",751,3395,3382,2
"16206",751,3395,6407,2
"16207",751,3395,3125,2
"16208",751,3395,3394,2
"16209",751,3395,3372,2
"16210",751,3395,3378,2
"16211",751,3395,4033,2
"16212",751,3395,4097,2
"16213",751,3395,6402,2
"16214",751,3395,3121,2
"16215",751,3395,3387,2
"16216",751,3395,3388,2
"16217",751,3395,3373,2
"16218",751,3395,2279,1
"16219",751,3395,3364,2
"16220",751,3395,3406,2
"16221",751,3395,6435,2
"16222",751,3395,3391,2
"16223",751,3395,4144,2
"16224",751,3395,3316,2
"16225",751,3395,4302,2
"16226",751,3395,4030,2
"16227",751,3395,3374,2
"16228",751,3395,3390,2
"16229",751,3395,4108,2
"16230",751,3395,2276,2
"16231",751,3395,3368,2
"16232",751,3395,3369,2
"16233",751,3395,3399,2
"16234",751,3395,6368,2
"16235",751,3395,6392,2
"16236",751,3395,3376,2
"16237",751,3395,6390,1
"16238",751,3395,3396,2
"16239",751,3395,3379,2
"16240",751,3395,3383,2
"16241",751,3395,6366,2
"16242",751,3395,6430,2
"16243",751,3395,6409,2
"16244",751,3395,6394,2
"16245",751,3395,3392,2
"16246",751,3395,6357,2
"16247",751,3395,6355,2
"16248",751,1852,3550,2
"16249",751,4109,3370,1
"16250",751,4109,3395,2
"16251",751,4109,3400,1
"16252",751,4109,3364,2
"16253",751,4109,4144,1
"16254",751,4109,3374,1
"16255",751,6344,3364,2
"16256",751,6397,3370,2
"16257",751,6397,3382,2
"16258",751,6397,3364,2
"16259",751,6397,3374,2
"16260",751,9310,3395,2
"16261",751,6433,3364,2
"16262",751,3093,3364,2
"16263",751,3404,3375,1
"16264",751,3404,2305,2
"16265",751,3404,3389,1
"16266",751,3404,3386,2
"16267",751,3404,2326,2
"16268",751,3404,3077,2
"16269",751,3404,3400,2
"16270",751,3404,3930,1
"16271",751,3404,3992,2
"16272",751,3404,3388,2
"16273",751,3404,2279,2
"16274",751,3404,5475,1
"16275",751,3404,3364,2
"16276",751,3404,3406,2
"16277",751,3404,3374,1
"16278",751,3404,3390,1
"16279",751,3404,4108,1
"16280",751,3404,3368,2
"16281",751,3404,3369,2
"16282",751,3404,6390,2
"16283",751,3404,3379,2
"16284",751,9845,3364,2
"16285",751,6434,3364,2
"16286",751,6434,3369,1
"16287",751,345,3364,2
"16288",751,2188,3364,2
"16289",751,6353,3364,2
"16290",751,3494,3364,1
"16291",751,3494,3406,1
"16292",751,1555,3364,2
"16293",751,3377,3364,2
"16294",751,3385,3395,2
"16295",751,3385,4120,1
"16296",751,3385,6380,2
"16297",751,3385,3372,1
"16298",751,3385,3388,1
"16299",751,3385,3364,2
"16300",751,3385,4108,1
"16301",751,3385,6390,1
"16302",751,3385,6355,1
"16303",751,340,609,2
"16304",751,340,3395,2
"16305",751,340,3388,1
"16306",751,340,3364,2
"16307",751,340,3406,2
"16308",751,340,4144,1
"16309",751,7503,3364,2
"16310",751,2305,3404,2
"16311",751,2305,3406,2
"16312",751,2378,3364,2
"16313",751,687,737,1
"16314",751,2564,1229,2
"16315",751,1665,737,2
"16316",751,1665,609,2
"16317",751,1665,3364,2
"16318",751,6398,3370,2
"16319",751,6398,3386,2
"16320",751,6398,3364,2
"16321",751,6398,3374,2
"16322",751,4120,3370,1
"16323",751,4120,3375,2
"16324",751,4120,3395,2
"16325",751,4120,3385,1
"16326",751,4120,3386,2
"16327",751,4120,3388,2
"16328",751,4120,3364,2
"16329",751,4120,3374,1
"16330",751,4120,3368,2
"16331",751,421,737,2
"16332",751,421,3364,2
"16333",751,421,3406,2
"16334",751,6345,3370,2
"16335",751,6345,3395,1
"16336",751,6345,3386,2
"16337",751,6345,3366,2
"16338",751,6345,3364,2
"16339",751,6345,3406,2
"16340",751,6345,4144,1
"16341",751,6345,4108,1
"16342",751,6345,2276,2
"16343",751,6345,3368,1
"16344",751,6345,3376,2
"16345",751,3389,3370,2
"16346",751,3389,3371,1
"16347",751,3389,3395,2
"16348",751,3389,3404,1
