"","X410","X2965","X2990","X"
"35079",3290,3256,3928,2
"35080",3290,3256,3240,2
"35081",3290,3908,3896,2
"35082",3290,3908,3919,2
"35083",3290,3908,3275,2
"35084",3290,3908,3898,2
"35085",3290,3908,6231,1
"35086",3290,3908,3901,2
"35087",3290,3908,3928,2
"35088",3290,3896,3908,2
"35089",3290,3896,3903,2
"35090",3290,3896,3940,2
"35091",3290,3896,3898,1
"35092",3290,3896,3304,2
"35093",3290,3896,3273,2
"35094",3290,3896,3928,2
"35095",3290,6209,3919,1
"35096",3290,3288,3903,1
"35097",3290,3288,3275,2
"35098",3290,3924,3940,1
"35099",3290,3919,3908,2
"35100",3290,3919,6209,1
"35101",3290,3919,3903,2
"35102",3290,3919,3275,2
"35103",3290,3919,3898,2
"35104",3290,3919,3250,2
"35105",3290,3919,3249,2
"35106",3290,3919,3901,2
"35107",3290,3919,3928,2
"35108",3290,3919,3920,2
"35109",3290,3919,3240,2
"35110",3290,3903,3896,2
"35111",3290,3903,3288,1
"35112",3290,3903,3919,2
"35113",3290,3903,3275,2
"35114",3290,3903,3287,2
"35115",3290,3903,3940,2
"35116",3290,3903,3898,2
"35117",3290,3903,6225,1
"35118",3290,3903,8807,2
"35119",3290,3903,3905,1
"35120",3290,3903,3273,2
"35121",3290,3903,3289,2
"35122",3290,3903,3284,2
"35123",3290,3903,3901,2
"35124",3290,3903,3928,2
"35125",3290,3903,6223,2
"35126",3290,3294,3275,2
"35127",3290,9887,3240,1
"35128",3290,3259,3261,1
"35129",3290,3275,3256,2
"35130",3290,3275,3908,2
"35131",3290,3275,3288,2
"35132",3290,3275,3919,2
"35133",3290,3275,3903,2
"35134",3290,3275,3294,2
"35135",3290,3275,3287,2
"35136",3290,3275,3244,2
"35137",3290,3275,3940,2
"35138",3290,3275,2072,2
"35139",3290,3275,3898,2
"35140",3290,3275,3890,2
"35141",3290,3275,3304,2
"35142",3290,3275,8401,2
"35143",3290,3275,3250,2
"35144",3290,3275,8807,2
"35145",3290,3275,3905,2
"35146",3290,3275,3273,2
"35147",3290,3275,3911,2
"35148",3290,3275,3289,2
"35149",3290,3275,3249,2
"35150",3290,3275,3284,2
"35151",3290,3275,3316,2
"35152",3290,3275,3929,2
"35153",3290,3275,3901,2
"35154",3290,3275,3928,2
"35155",3290,3275,6223,2
"35156",3290,3275,3906,2
"35157",3290,3275,3920,2
"35158",3290,3275,3240,2
"35159",3290,3287,3903,2
"35160",3290,3287,3275,2
"35161",3290,3244,3246,2
"35162",3290,3244,3242,1
"35163",3290,3244,3240,2
"35164",3290,3940,3896,2
"35165",3290,3940,3924,1
"35166",3290,3940,3903,2
"35167",3290,3940,3275,2
"35168",3290,3940,3898,2
"35169",3290,3940,3916,2
"35170",3290,3940,3917,1
"35171",3290,3940,8401,1
"35172",3290,3940,3894,1
"35173",3290,3940,3913,1
"35174",3290,3940,3901,1
"35175",3290,3940,3928,1
"35176",3290,3940,6204,1
"35177",3290,3940,3240,2
"35178",3290,3940,3927,1
"35179",3290,3914,3916,1
"35180",3290,3914,3917,1
"35181",3290,3257,3258,1
"35182",3290,3257,3260,1
"35183",3290,3257,3261,1
"35184",3290,3247,3250,1
"35185",3290,3247,3240,2
"35186",3290,2072,3275,2
"35187",3290,3898,3908,2
"35188",3290,3898,3896,1
"35189",3290,3898,3919,2
"35190",3290,3898,3903,2
"35191",3290,3898,3275,2
"35192",3290,3898,3940,2
"35193",3290,3898,8401,2
"35194",3290,3898,3273,2
"35195",3290,3898,3928,1
"35196",3290,3898,3240,2
"35197",3290,9888,3250,1
"35198",3290,6231,3908,1
"35199",3290,6231,3240,1
"35200",3290,3890,3275,2
"35201",3290,3890,3240,2
"35202",3290,3258,3256,1
"35203",3290,3258,3257,1
"35204",3290,3258,3242,1
"35205",3290,3916,3940,2
"35206",3290,3916,3914,1
"35207",3290,3916,3913,1
"35208",3290,3916,3928,2
"35209",3290,3304,3896,2
"35210",3290,3304,3275,2
"35211",3290,3917,3940,1
"35212",3290,3917,3914,1
"35213",3290,8401,3275,2
"35214",3290,8401,3940,1
"35215",3290,8401,3898,2
"35216",3290,8401,3928,2
"35217",3290,6212,3256,1
"35218",3290,3254,3240,2
"35219",3290,3250,3919,2
"35220",3290,3250,3275,2
"35221",3290,3250,3247,1
"35222",3290,3250,9888,1
"35223",3290,3250,9889,1
"35224",3290,3250,3886,1
"35225",3290,3250,3261,1
"35226",3290,3250,3928,2
"35227",3290,3250,3253,2
"35228",3290,3250,3240,2
"35229",3290,9181,3240,1
"35230",3290,3246,3244,2
"35231",3290,3260,3256,1
"35232",3290,3260,3257,1
"35233",3290,3894,3940,1
"35234",3290,9889,3250,1
"35235",3290,3913,3940,1
"35236",3290,3913,3916,1
"35237",3290,3886,3250,1
"35238",3290,3242,3256,1
"35239",3290,3242,3244,1
"35240",3290,3242,3258,1
"35241",3290,6225,3903,1
"35242",3290,8807,3903,2
"35243",3290,8807,3275,2
"35244",3290,3905,3903,1
"35245",3290,3905,3275,2
"35246",3290,3905,3904,1
"35247",3290,3273,3896,2
"35248",3290,3273,3903,2
"35249",3290,3273,3275,2
"35250",3290,3273,3898,2
"35251",3290,3911,3275,2
"35252",3290,3911,3928,2
"35253",3290,3289,3903,2
"35254",3290,3289,3275,2
"35255",3290,3289,6223,2
"35256",3290,3249,3919,2
"35257",3290,3249,3275,2
"35258",3290,3249,3928,2
"35259",3290,3249,3240,2
"35260",3290,3284,3903,2
"35261",3290,3284,3275,2
"35262",3290,3251,3240,1
"35263",3290,8735,3240,1
"35264",3290,3205,3316,2
"35265",3290,3316,3275,2
"35266",3290,3316,3205,2
"35267",3290,3929,3275,2
"35268",3290,3261,3256,1
"35269",3290,3261,3259,1
"35270",3290,3261,3257,1
"35271",3290,3261,3250,1
"35272",3290,3901,3908,2
"35273",3290,3901,3919,2
"35274",3290,3901,3903,2
"35275",3290,3901,3275,2
"35276",3290,3901,3940,1
"35277",3290,3901,3928,1
"35278",3290,3928,3256,2
"35279",3290,3928,3908,2
"35280",3290,3928,3896,2
"35281",3290,3928,3919,2
"35282",3290,3928,3903,2
"35283",3290,3928,3275,2
"35284",3290,3928,3940,1
"35285",3290,3928,3898,1
"35286",3290,3928,3916,2
"35287",3290,3928,8401,2
"35288",3290,3928,3250,2
"35289",3290,3928,3911,2
"35290",3290,3928,3901,1
"35291",3290,3928,3920,2
"35292",3290,3928,3240,2
"35293",3290,3904,3905,1
"35294",3290,6223,3903,2
"35295",3290,6223,3275,2
"35296",3290,6204,3940,1
"35297",3290,3906,3275,2
"35298",3290,3920,3919,2
"35299",3290,3920,3275,2
"35300",3290,3920,3928,2
"35301",3290,3920,3240,2
"35302",3290,3253,3250,2
"35303",3290,3253,3240,2
"35304",3290,3240,3256,2
"35305",3290,3240,3919,2
"35306",3290,3240,9887,1
"35307",3290,3240,3275,2
"35308",3290,3240,3244,2
"35309",3290,3240,3940,2
"35310",3290,3240,3247,2
"35311",3290,3240,3898,2
"35312",3290,3240,6231,1
"35313",3290,3240,3890,2
"35314",3290,3240,3254,2
"35315",3290,3240,3250,2
"35316",3290,3240,9181,1
"35317",3290,3240,3249,2
"35318",3290,3240,3251,2
"35319",3290,3240,8735,1
"35320",3290,3240,3928,2
"35321",3290,3240,3920,2
"35322",3290,3240,3253,2
"35323",3290,3927,3940,1
"35324",19582,580,1739,2
"35325",19582,737,1739,2
"35326",19582,3941,1739,2
"35327",19582,2179,1739,2
"35328",19582,1122,5686,2
"35329",19582,1122,4119,2
"35330",19582,1739,580,2
"35331",19582,1739,737,2
"35332",19582,1739,3941,2
"35333",19582,1739,2179,2
"35334",19582,1739,5794,2
"35335",19582,1739,302,2
"35336",19582,1739,1489,2
"35337",19582,1739,1382,2
"35338",19582,1739,609,2
"35339",19582,1739,345,2
"35340",19582,1739,1555,2
"35341",19582,1739,340,2
"35342",19582,1739,1197,2
"35343",19582,1739,507,2
"35344",19582,1739,1569,2
"35345",19582,1739,1524,2
"35346",19582,1739,1657,2
"35347",19582,1739,1587,2
"35348",19582,1739,4317,2
"35349",19582,1739,1646,2
"35350",19582,1739,1486,2
"35351",19582,1739,1737,2
"35352",19582,1739,1194,2
"35353",19582,1739,350,2
"35354",19582,1739,2985,2
"35355",19582,1739,1741,2
"35356",19582,1739,1743,2
"35357",19582,1739,1590,2
"35358",19582,1739,351,2
"35359",19582,1739,1196,2
"35360",19582,1739,1613,2
"35361",19582,1739,679,2
"35362",19582,1739,1678,2
"35363",19582,5794,1739,2
"35364",19582,302,1739,2
"35365",19582,5686,1122,2
"35366",19582,5686,5688,2
"35367",19582,1489,1739,2
"35368",19582,1382,1739,2
"35369",19582,609,1739,2
"35370",19582,345,1739,2
"35371",19582,2188,1122,2
"35372",19582,1555,1739,2
"35373",19582,340,1739,2
"35374",19582,5688,5686,2
"35375",19582,1121,5687,2
"35376",19582,4119,2188,2
"35377",19582,4119,1121,2
"35378",19582,4119,5687,2
"35379",19582,1197,1739,2
"35380",19582,507,1739,2
"35381",19582,1569,1739,2
"35382",19582,5687,1122,2
"35383",19582,1524,1739,2
"35384",19582,1657,1739,2
"35385",19582,1587,1739,2
"35386",19582,4317,1739,2
"35387",19582,1646,1739,2
"35388",19582,1486,1739,2
"35389",19582,1737,1739,2
"35390",19582,1194,1739,2
"35391",19582,350,1739,2
"35392",19582,2985,1739,2
"35393",19582,1741,1739,2
"35394",19582,1743,1739,2
"35395",19582,1590,1739,2
"35396",19582,351,1739,2
"35397",19582,1196,1739,2
"35398",19582,1613,1739,2
"35399",19582,679,1739,2
"35400",19582,1678,1739,2
"35401",1434,5479,115,2
"35402",1434,5479,121,2
"35403",1434,21,121,2
"35404",1434,21,133,2
"35405",1434,58,5524,2
"35406",1434,67,115,2
"35407",1434,67,121,2
"35408",1434,67,5527,2
"35409",1434,67,169,2
"35410",1434,5524,58,2
"35411",1434,5524,160,2
"35412",1434,115,5479,2
"35413",1434,115,67,2
"35414",1434,115,160,2
"35415",1434,121,5479,2
"35416",1434,121,21,2
"35417",1434,121,143,2
"35418",1434,121,160,2
"35419",1434,121,169,2
"35420",1434,5527,67,2
"35421",1434,5527,160,2
"35422",1434,5527,169,2
"35423",1434,133,21,2
"35424",1434,133,121,2
"35425",1434,133,143,2
"35426",1434,133,177,2
"35427",1434,143,133,2
"35428",1434,143,190,2
"35429",1434,160,58,2
"35430",1434,160,5524,2
"35431",1434,160,115,2
"35432",1434,160,5527,2
"35433",1434,169,5479,2
"35434",1434,169,67,2
"35435",1434,169,121,2
"35436",1434,169,5527,2
"35437",1434,177,133,2
"35438",1434,190,121,2
"35439",1434,190,143,2
"35440",397,2287,2279,2
"35441",397,3930,2279,2
"35442",397,2279,2287,2
"35443",397,2279,3930,2
"35444",397,2279,2384,2
"35445",397,2279,2276,2
"35446",397,2384,2279,2
"35447",397,2276,2279,2
"35448",14849,5810,2890,2
"35449",14849,1895,1754,2
"35450",14849,5807,1754,2
"35451",14849,5807,1755,2
"35452",14849,1779,1754,2
"35453",14849,1779,1762,2
"35454",14849,1953,1754,2
"35455",14849,1897,1754,2
"35456",14849,1754,1895,2
"35457",14849,1754,5807,2
"35458",14849,1754,1779,2
"35459",14849,1754,1953,2
"35460",14849,1754,1897,2
"35461",14849,1754,1761,2
"35462",14849,1754,1762,2
"35463",14849,1754,2890,2
"35464",14849,1754,1764,2
"35465",14849,1754,1755,2
"35466",14849,1761,1754,2
"35467",14849,1761,2890,2
"35468",14849,1762,1779,2
"35469",14849,1762,1754,2
"35470",14849,2890,5810,2
"35471",14849,2890,1754,2
"35472",14849,2890,1761,2
"35473",14849,1764,1754,2
"35474",14849,1755,5807,2
"35475",14849,1755,1754,2
"35476",2245,580,668,2
"35477",2245,580,669,2
"35478",2245,302,668,2
"35479",2245,302,680,2
"35480",2245,1367,675,2
"35481",2245,1382,680,2
"35482",2245,1200,679,2
"35483",2245,1555,675,2
"35484",2245,668,580,2
"35485",2245,668,302,2
"35486",2245,668,421,2
"35487",2245,668,669,2
"35488",2245,668,8832,2
"35489",2245,668,680,2
"35490",2245,668,1678,2
"35491",2245,421,668,2
"35492",2245,669,580,2
"35493",2245,669,668,2
"35494",2245,669,1678,2
"35495",2245,8832,668,2
"35496",2245,8832,1524,2
"35497",2245,1524,8832,2
"35498",2245,675,1367,2
"35499",2245,675,1555,2
"35500",2245,1206,679,2
"35501",2245,679,1200,2
"35502",2245,679,1206,2
"35503",2245,679,1209,2
"35504",2245,680,302,2
"35505",2245,680,1382,2
"35506",2245,680,668,2
"35507",2245,680,1678,2
"35508",2245,1209,679,2
"35509",2245,1678,668,2
"35510",2245,1678,669,2
"35511",2245,1678,680,2
"35512",20963,7144,7205,2
"35514",20963,7148,3808,2
"35516",20963,7237,7152,2
"35517",20963,7205,3808,2
"35518",20963,7150,7151,2
"35519",20963,7147,7144,2
"35520",20963,3808,7148,2
"35521",20963,3808,7237,2
"35522",20963,3808,7150,2
"35523",20963,3808,7147,2
"35524",20963,3808,7146,2
"35525",20963,7146,3808,2
"35527",20963,7151,3808,2
"35529",10765,5716,3690,2
"35530",10765,3690,5716,2
"35531",10765,3690,3704,2
"35532",10765,3644,3689,2
"35533",10765,3502,3696,2
"35534",10765,3696,3502,2
"35535",10765,3696,5741,2
"35536",10765,5960,7142,2
"35537",10765,5960,3492,2
"35538",10765,7142,5960,2
"35539",10765,7142,3492,2
"35540",10765,5963,3492,2
"35541",10765,5963,5961,2
"35542",10765,5741,3696,2
"35543",10765,5741,3473,2
"35544",10765,3461,3458,2
"35545",10765,3461,3473,2
"35546",10765,3689,3644,2
"35547",10765,3689,3731,2
"35548",10765,3492,5960,2
"35549",10765,3492,7142,2
"35550",10765,3492,5963,2
"35551",10765,3492,5961,2
"35552",10765,3458,3461,2
"35553",10765,3458,5771,2
"35554",10765,3473,3696,2
"35555",10765,3473,5741,2
"35556",10765,3473,3461,2
"35557",10765,3473,3704,2
"35558",10765,3704,3690,2
"35559",10765,3704,3473,2
"35560",10765,5757,3720,2
"35561",10765,6883,3720,2
"35562",10765,3720,5757,2
"35563",10765,3720,6883,2
"35564",10765,3731,3689,2
"35565",10765,5961,5963,2
"35566",10765,5961,3492,2
"35567",10765,5771,3458,2
"35568",13899,3885,3034,2
"35569",13899,3885,3035,2
"35570",13899,3370,3035,2
"35571",13899,3199,3034,2
"35572",13899,3199,3035,2
"35573",13899,4093,3035,2
"35574",13899,3034,3885,2
"35575",13899,3034,3199,2
"35576",13899,3034,3406,2
"35577",13899,3034,3035,2
"35578",13899,3034,3205,2
"35579",13899,3406,3034,2
"35580",13899,3406,3035,2
"35581",13899,3035,3885,2
"35582",13899,3035,3370,2
"35583",13899,3035,3199,2
"35584",13899,3035,4093,2
"35585",13899,3035,3034,2
"35586",13899,3035,3406,2
"35587",13899,3035,3205,2
"35588",13899,3205,3034,2
"35589",13899,3205,3035,2
"35590",11808,3931,4086,2
"35591",11808,3931,4131,2
"35592",11808,3931,3170,2
"35593",11808,3931,4159,2
"35594",11808,4086,3931,2
"35595",11808,4131,3931,2
"35596",11808,3170,3931,2
"35597",11808,4159,3931,2
"35598",2056,3269,3077,2
"35599",2056,3131,3077,2
"35600",2056,3272,3077,1
"35601",2056,3370,3077,2
"35602",2056,3043,3077,2
"35603",2056,3375,3077,2
"35604",2056,2370,3077,2
"35605",2056,3393,3077,2
"35606",2056,3931,3077,2
"35607",2056,4140,3077,2
"35608",2056,3371,3077,2
"35609",2056,3395,3077,2
"35610",2056,3076,3077,2
"35611",2056,3076,3125,2
"35612",2056,3196,3077,2
"35613",2056,3404,3077,1
"35614",2056,3940,3077,2
"35615",2056,3385,3077,2
"35616",2056,2305,3077,2
"35617",2056,4120,3077,2
"35618",2056,3199,3077,2
"35619",2056,3386,3077,2
"35620",2056,3077,3269,2
"35621",2056,3077,3131,2
"35622",2056,3077,3272,1
"35623",2056,3077,3370,2
"35624",2056,3077,3043,2
"35625",2056,3077,3375,2
"35626",2056,3077,2370,2
"35627",2056,3077,3393,2
"35628",2056,3077,3931,2
"35629",2056,3077,4140,2
"35630",2056,3077,3371,2
"35631",2056,3077,3395,2
"35632",2056,3077,3076,2
"35633",2056,3077,3196,2
"35634",2056,3077,3404,1
"35635",2056,3077,3940,2
"35636",2056,3077,3385,2
"35637",2056,3077,2305,2
"35638",2056,3077,4120,2
"35639",2056,3077,3199,2
"35640",2056,3077,3386,2
"35641",2056,3077,3179,2
"35642",2056,3077,2264,2
"35643",2056,3077,3382,2
"35644",2056,3077,3372,2
"35645",2056,3077,3156,2
"35646",2056,3077,2397,2
"35647",2056,3077,3387,2
"35648",2056,3077,3388,2
"35649",2056,3077,2384,2
"35650",2056,3077,3364,2
"35651",2056,3077,3308,2
"35652",2056,3077,3034,2
"35653",2056,3077,2372,2
"35654",2056,3077,3406,2
"35655",2056,3077,3035,2
"35656",2056,3077,3239,2
"35657",2056,3077,2268,2
"35658",2056,3077,3391,2
"35659",2056,3077,4030,2
"35660",2056,3077,3390,2
"35661",2056,3077,2276,2
"35662",2056,3077,3368,2
"35663",2056,3077,6392,2
"35664",2056,3077,3376,2
"35665",2056,3077,3379,2
"35666",2056,3077,3383,2
"35667",2056,3179,3077,2
"35668",2056,2264,3077,2
"35669",2056,3382,3077,2
"35670",2056,3125,3076,2
"35671",2056,3372,3077,2
"35672",2056,3156,3077,2
"35673",2056,2397,3077,2
"35674",2056,3387,3077,2
"35675",2056,3388,3077,2
"35676",2056,2384,3077,2
"35677",2056,3364,3077,2
"35678",2056,3308,3077,2
"35679",2056,3034,3077,2
"35680",2056,2372,3077,2
"35681",2056,3406,3077,2
"35682",2056,3035,3077,2
"35683",2056,3239,3077,2
"35684",2056,2268,3077,2
"35685",2056,3391,3077,2
"35686",2056,4030,3077,2
"35687",2056,3390,3077,2
"35688",2056,2276,3077,2
"35689",2056,3368,3077,2
"35690",2056,6392,3077,2
"35691",2056,3376,3077,2
"35692",2056,3379,3077,2
"35693",2056,3383,3077,2
"35694",2058,3885,3076,2
"35695",2058,3885,6173,2
"35696",2058,3885,3040,2
"35697",2058,3043,3155,2
"35698",2058,3043,3316,2
"35699",2058,3076,3885,2
"35700",2058,3076,3155,2
"35701",2058,3093,3125,2
"35702",2058,6173,3885,2
"35703",2058,6173,3155,2
"35704",2058,3040,3885,2
"35705",2058,3040,3155,2
"35706",2058,3125,3093,2
"35707",2058,3125,3155,2
"35708",2058,3155,3043,2
"35709",2058,3155,3076,2
"35710",2058,3155,6173,2
"35711",2058,3155,3040,2
"35712",2058,3155,3125,2
"35713",2058,3316,3043,2
"35714",1006,2920,2908,2
"35715",1006,2920,2910,2
"35716",1006,2908,2920,2
"35717",1006,2908,2179,2
"35718",1006,2908,3885,2
"35719",1006,2908,2914,2
"35720",1006,2908,3093,2
"35721",1006,2908,2979,2
"35722",1006,2908,2912,2
"35723",1006,2908,4357,2
"35724",1006,2908,2922,2
"35725",1006,2908,3077,2
"35726",1006,2908,3930,2
"35727",1006,2908,1701,2
"35728",1006,2908,2939,2
"35729",1006,2908,4375,2
"35730",1006,2908,2993,2
"35731",1006,2908,3304,2
"35732",1006,2908,2990,2
"35733",1006,2908,4358,2
"35734",1006,2908,2948,2
"35735",1006,2908,507,2
"35736",1006,2908,3364,2
"35737",1006,2908,2917,2
"35738",1006,2908,4367,2
"35739",1006,2908,3205,2
"35740",1006,2908,2985,2
"35741",1006,2908,2983,2
"35742",1006,2908,3973,2
"35743",1006,2908,2910,2
"35744",1006,2908,6086,2
"35745",1006,2908,3399,2
"35746",1006,580,4357,2
"35747",1006,2179,2908,2
"35748",1006,2179,2910,2
"35749",1006,3885,2908,2
"35750",1006,2914,2908,2
"35751",1006,2914,2910,2
"35752",1006,3093,2908,2
"35753",1006,2979,2908,2
"35754",1006,6085,2910,2
"35755",1006,340,2910,2
"35756",1006,2912,2908,2
"35757",1006,2912,2910,2
"35758",1006,4357,2908,2
"35759",1006,4357,580,2
"35760",1006,4357,1701,2
"35761",1006,4357,4367,2
"35762",1006,4357,2910,2
"35763",1006,2922,2908,2
"35764",1006,2922,2910,2
"35765",1006,3077,2908,2
"35766",1006,3930,2908,2
"35767",1006,1701,2908,2
"35768",1006,1701,4357,2
"35769",1006,1701,4367,2
"35770",1006,1701,2910,2
"35771",1006,2939,2908,2
"35772",1006,2939,2910,2
"35773",1006,4375,2908,2
"35774",1006,6088,2910,2
"35775",1006,2993,2908,2
"35776",1006,3304,2908,2
"35777",1006,2990,2908,2
"35778",1006,4358,2908,2
"35779",1006,4358,2910,2
"35780",1006,2948,2908,2
"35781",1006,2948,2910,2
"35782",1006,507,2908,2
"35783",1006,507,2910,2
"35784",1006,2958,2910,2
"35785",1006,4078,2910,2
"35786",1006,3364,2908,2
"35787",1006,3364,2910,2
"35788",1006,2917,2908,2
"35789",1006,2917,2910,2
"35790",1006,4367,2908,2
"35791",1006,4367,4357,2
"35792",1006,4367,1701,2
"35793",1006,4367,2910,2
"35794",1006,3205,2908,2
"35795",1006,2985,2908,2
"35796",1006,2985,2910,2
"35797",1006,2975,2910,2
"35798",1006,2983,2908,2
"35799",1006,2983,2910,2
"35800",1006,3973,2908,2
"35801",1006,2910,2920,2
"35802",1006,2910,2908,2
"35803",1006,2910,2179,2
"35804",1006,2910,2914,2
"35805",1006,2910,6085,2
"35806",1006,2910,340,2
"35807",1006,2910,2912,2
"35808",1006,2910,4357,2
"35809",1006,2910,2922,2
"35810",1006,2910,1701,2
"35811",1006,2910,2939,2
"35812",1006,2910,6088,2
"35813",1006,2910,4358,2
"35814",1006,2910,2948,2
"35815",1006,2910,507,2
"35816",1006,2910,2958,2
"35817",1006,2910,4078,2
"35818",1006,2910,3364,2
"35819",1006,2910,2917,2
"35820",1006,2910,4367,2
"35821",1006,2910,2985,2
"35822",1006,2910,2975,2
"35823",1006,2910,2983,2
"35824",1006,2910,6086,2
"35825",1006,2910,3399,2
"35826",1006,2910,1613,1
"35827",1006,6086,2908,2
"35828",1006,6086,2910,2
"35829",1006,3399,2908,2
"35830",1006,3399,2910,2
"35831",1006,1613,2910,1
"35832",3163,2006,3930,2
"35833",3163,580,3930,2
"35834",3163,2340,3930,2
"35835",3163,3682,2560,1
"35836",3163,3682,3930,2
"35837",3163,3682,3797,2
"35838",3163,3682,2650,1
"35839",3163,2179,3930,2
"35840",3163,2345,3930,2
"35841",3163,3269,3930,2
"35842",3163,3885,3930,2
"35843",3163,3885,2372,2
"35844",3163,3320,3930,2
"35845",3163,2997,3930,2
"35846",3163,3370,3930,2
"35847",3163,1382,3930,2
"35848",3163,4206,3930,2
"35849",3163,4206,2372,2
"35850",3163,3275,3930,2
"35851",3163,3375,3930,2
"35852",3163,6008,2370,2
"35853",3163,6008,3386,2
"35854",3163,2370,6008,2
"35855",3163,2370,2378,2
"35856",3163,2370,6007,2
"35857",3163,2370,3930,2
"35858",3163,2370,3992,2
"35859",3163,2370,6003,2
"35860",3163,2370,2361,2
"35861",3163,2370,3942,2
"35862",3163,2370,2279,2
"35863",3163,2370,3364,2
"35864",3163,2370,2372,2
"35865",3163,2370,2365,2
"35866",3163,2370,2381,2
"35867",3163,2370,2374,2
"35868",3163,2370,6005,2
"35869",3163,3024,3930,2
"35870",3163,3024,3156,2
"35871",3163,3931,3930,2
"35872",3163,3371,3930,2
"35873",3163,2287,3930,2
"35874",3163,2287,2372,2
"35875",3163,3196,3930,2
"35876",3163,3670,3930,2
"35877",3163,3404,3930,2
"35878",3163,3940,3930,2
"35879",3163,2188,3930,2
"35880",3163,1555,3930,2
"35881",3163,340,3930,2
"35882",3163,2305,3930,2
"35883",3163,2305,2372,2
"35884",3163,2560,3682,1
"35885",3163,2378,2370,2
"35886",3163,2378,6007,2
"35887",3163,2378,2359,2
"35888",3163,2378,3992,2
"35889",3163,2378,2380,2
"35890",3163,2378,2361,2
"35891",3163,2378,3364,2
"35892",3163,2378,2372,2
"35893",3163,2378,2365,2
"35894",3163,2378,3391,2
"35895",3163,2378,2374,2
"35896",3163,2564,3484,2
"35897",3163,2246,3930,2
"35898",3163,2246,3992,2
"35899",3163,2246,2372,2
"35900",3163,3199,3930,2
"35901",3163,3199,2372,2
"35902",3163,3386,6008,2
"35903",3163,6007,2370,2
"35904",3163,6007,2378,2
"35905",3163,3077,3930,2
"35906",3163,3077,2372,2
"35907",3163,3179,3930,2
"35908",3163,2359,2378,2
"35909",3163,2359,3930,2
"35910",3163,3728,3930,2
"35911",3163,3728,2279,2
"35912",3163,3714,3930,2
"35913",3163,3550,3930,2
"35914",3163,3930,2006,2
"35915",3163,3930,580,2
"35916",3163,3930,2340,2
"35917",3163,3930,3682,2
"35918",3163,3930,2179,2
"35919",3163,3930,2345,2
"35920",3163,3930,3269,2
"35921",3163,3930,3885,2
"35922",3163,3930,3320,2
"35923",3163,3930,2997,2
"35924",3163,3930,3370,2
"35925",3163,3930,1382,2
"35926",3163,3930,4206,2
"35927",3163,3930,3275,2
"35928",3163,3930,3375,2
"35929",3163,3930,2370,2
"35930",3163,3930,3024,2
"35931",3163,3930,3931,2
"35932",3163,3930,3371,2
"35933",3163,3930,2287,2
"35934",3163,3930,3196,2
"35935",3163,3930,3670,2
"35936",3163,3930,3404,2
"35937",3163,3930,3940,2
"35938",3163,3930,2188,2
"35939",3163,3930,340,2
"35940",3163,3930,2305,2
"35941",3163,3930,2246,2
"35942",3163,3930,3199,2
"35943",3163,3930,3077,2
"35944",3163,3930,3179,2
"35945",3163,3930,2359,2
"35946",3163,3930,3728,2
"35947",3163,3930,3714,2
"35948",3163,3930,3550,2
"35949",3163,3930,1701,2
"35950",3163,3930,3797,2
"35951",3163,3930,4381,2
"35952",3163,3930,3992,2
"35953",3163,3930,3382,2
"35954",3163,3930,2322,2
"35955",3163,3930,2307,2
"35956",3163,3930,3125,2
"35957",3163,3930,3304,2
"35958",3163,3930,3877,2
"35959",3163,3930,3484,2
"35960",3163,3930,2948,2
"35961",3163,3930,507,2
"35962",3163,3930,1229,2
"35963",3163,3930,3402,2
"35964",3163,3930,2397,2
"35965",3163,3930,1524,2
"35966",3163,3930,1960,2
"35967",3163,3930,4059,2
"35968",3163,3930,3942,2
"35969",3163,3930,2279,2
"35970",3163,3930,2310,2
"35971",3163,3930,2327,2
"35972",3163,3930,3830,2
"35973",3163,3930,3364,2
"35974",3163,3930,3034,2
"35975",3163,3930,1587,2
"35976",3163,3930,3406,2
"35977",3163,3930,3035,2
"35978",3163,3930,3239,2
"35979",3163,3930,2256,2
"35980",3163,3930,2082,2
"35981",3163,3930,3577,2
"35982",3163,3930,3469,2
"35983",3163,3930,3205,2
"35984",3163,3930,4144,2
"35985",3163,3930,3316,2
"35986",3163,3930,2985,2
"35987",3163,3930,3361,2
"35988",3163,3930,3374,2
"35989",3163,3930,2381,2
"35990",3163,3930,3390,2
"35991",3163,3930,2983,2
"35992",3163,3930,1590,2
"35993",3163,3930,4108,2
"35994",3163,3930,2276,2
"35995",3163,3930,3368,2
"35996",3163,3930,6387,2
"35997",3163,3930,3380,2
"35998",3163,3930,1613,2
"35999",3163,3930,2934,2
"36000",3163,3930,3376,2
"36001",3163,3930,3379,2
"36002",3163,3930,3383,2
"36003",3163,3930,6414,2
"36004",3163,3930,3392,1
"36005",3163,3930,156,2
"36006",3163,3930,193,2
"36007",3163,1701,3930,2
"36008",3163,2072,2082,2
"36009",3163,3797,3930,2
"36010",3163,4381,3930,2
"36011",3163,3992,2370,2
"36012",3163,3992,2378,2
"36013",3163,3992,2246,2
"36014",3163,3992,3930,2
"36015",3163,3992,2372,2
"36016",3163,3382,3930,2
"36017",3163,2322,3930,2
"36018",3163,2307,3930,2
"36019",3163,2380,2378,2
"36020",3163,3125,3930,2
"36021",3163,3304,3930,2
"36022",3163,6003,2370,2
"36023",3163,2361,2370,2
"36024",3163,2361,2378,2
